,open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore,ma5,ma10,ma20,ma30,ma50,ma200,ma250,real_body,upper_shadow,lower_shadow,shadow_ratio,lower_shadow_ratio,upper_shadow_ratio,ema_12,ema_26,dif,dea,obv,k,d,rsi,cci,bolling,upper,lower,adx,cross,wave,wave_len,max_min_price,pnl,speed,cross_index,cross_iloc,wave_iloc,iloc,dist_to_cross_point,pnl_inter_wave,speed_inter_wave,vwap_200,gradient,ma5_gradient,ma10_gradient,ma20_gradient
0,1698797700000,34587.68,34639.93,34502.71,34545.82,399.87114,1698798599999,13823046.145195,16243,154.90747,5355021.0562887,0,,,,,,,,-41.86000000000058,52.25,43.11000000000058,2.2780697563306083,1.0298614429049207,1.2482083134256874,34545.82,34545.82,0.0,0.0,,,,,,,,,,,,,,,,,,,0,,,,,,,,
1,1698798600000,34545.83,34599.14,34508.41,34508.41,317.59153,1698799499999,10975481.4972432,13083,143.59083,4962131.0952805,0,,,,,,,,-37.419999999998254,53.30999999999767,0.0,1.4246392303581015,0.0,1.4246392303581015,34540.06461538462,34543.04888888889,-2.9842735042693675,-0.5968547008538735,-317.59153,,,,,,,,,,,,,,,,,,1,,,,,-37.40999999999622,,,
2,1698799500000,34508.41,34554.0,34500.15,34507.68,244.88071,1698800399999,8453653.0017167,9002,114.99019,3969673.1959529,0,,,,,,,,-0.7300000000032014,45.58999999999651,7.529999999998836,72.76712328734574,10.315068493103853,62.45205479424188,34535.082366863906,34540.42897119341,-5.346604329504771,-1.5468046265840532,-562.4722399999999,,,,,,,,,,,,,,,,,,2,,,,,-0.7300000000032014,,,
3,1698800400000,34507.67,34527.59,34465.62,34520.06,253.58503,1698801299999,8749160.9325073,10068,91.33162,3150986.4251872,0,,,,,,,,12.389999999999418,7.529999999998836,42.049999999995634,4.0016142050037775,3.393866020984472,0.6077481840193051,34532.77123350023,34538.92015851242,-6.148925012188556,-2.467228703704954,8.704319999999996,,,,,,,,,,,,,,,,,,3,,,,,12.37999999999738,,,
4,1698801300000,34520.06,34551.43,34494.78,34551.42,172.51548,1698802199999,5956274.6100771,7617,87.99638,3038291.5870337,0,34526.678,,,,,,,31.360000000000582,0.010000000002037268,25.279999999998836,0.8064413265306252,0.8061224489795398,0.00031887755108536616,34535.6402745002,34539.84607269668,-4.205798196482647,-2.8149426022604924,426.10051,,,,,,,,,,,,,,,,,,4,,,,,31.360000000000582,,,
5,1698802200000,34551.42,34557.11,34482.31,34502.4,225.31139,1698803099999,7779962.6769484,6889,94.62623,3266893.6644187,0,34517.994,,,,,,,-49.0199999999968,5.690000000002328,20.090000000003783,0.5259077927378171,0.40983272133833326,0.11607507139948388,34530.526386115554,34537.072289533964,-6.54590341840958,-3.56113476549031,-52.79590999999999,,,,,,,,,-1.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5,0.0,34502.4,,,-49.0199999999968,-8.684000000001106,,
6,1698803100000,34502.4,34518.53,34475.68,34492.07,162.32564,1698803999999,5599433.9716889,5790,79.07882,2727678.5185395,0,34514.726,,,,,,,-10.330000000001746,16.12999999999738,16.389999999999418,3.148112294287638,1.5866408518873811,1.561471442400257,34524.61001902085,34533.73878660552,-9.128767584668822,-4.674661329326012,-387.63703,,,,,,,,,-1.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,6,1.0,34492.07,0.0,,-10.330000000001746,-3.267999999996391,,
7,1698804000000,34492.08,34492.08,34426.09,34485.36,233.79083,1698804899999,8057504.0473806,9002,97.18498,3349419.1770436,0,34510.262,,,,,,,-6.720000000001164,0.0,59.270000000004075,8.819940476189554,8.819940476189554,0.0,34518.5715545561,34530.15517278289,-11.58361822678853,-6.056452708818515,-396.11647,,,,,,,,,-1.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,7,2.0,34485.36,0.0,,-6.709999999999127,-4.463999999999942,,
8,1698804900000,34485.37,34493.5,34455.26,34473.81,116.67143,1698805799999,4021760.0330283,5072,62.08278,2139925.4265974,0,34501.012,,,,,,,-11.560000000004948,8.12999999999738,18.549999999995634,2.3079584775070585,1.6046712802757521,0.7032871972313063,34511.68516154747,34525.98145628045,-14.296294732979732,-7.704421113650758,-350.46226,,,,,,,,,-1.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,8,3.0,34473.81,0.0,,-11.55000000000291,-9.25,,
9,1698805800000,34473.8,34494.2,34469.31,34470.28,146.87822,1698806699999,5065079.2709697,5211,62.63483,2159815.9412088,0,34484.784,34505.731,,,,,,-3.5200000000040745,20.39999999999418,0.9700000000011642,6.071022727264377,0.27556818181819354,5.795454545446184,34505.315136694015,34521.8554224819,-16.540285787887115,-9.47159404849803,-263.54965,,,,,,,,,-1.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,9,4.0,34470.28,0.0,,-3.529999999998836,-16.228000000002794,,
