,open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore,ma5,ma10,ma20,ma30,ma50,ma200,ma250,real_body,upper_shadow,lower_shadow,shadow_ratio,lower_shadow_ratio,upper_shadow_ratio,ema_12,ema_26,dif,dea,obv,k,d,rsi,cci,bolling,upper,lower,adx,cross,wave,wave_len,max_min_price,pnl,speed,cross_index,cross_iloc,wave_iloc,iloc,dist_to_cross_point,pnl_inter_wave,speed_inter_wave,vwap_200,gradient,ma5_gradient,ma10_gradient,ma20_gradient
0,1698797700000,1814.29,1825.0,1814.29,1819.75,7762.2173,1698798599999,14131456.499806,15460,4554.631,8292497.317647,0,,,,,,,,5.460000000000036,5.25,0.0,0.9615384615384551,0.0,0.9615384615384551,1819.75,1819.75,0.0,0.0,,,,,,,,,,,,,,,,,,,0,,,,,,,,
1,1698798600000,1819.75,1829.0,1819.46,1820.85,9276.9371,1698799499999,16933877.250731,13836,5769.9317,10531305.057111,0,,,,,,,,1.099999999999909,8.150000000000091,0.2899999999999636,7.672727272727957,0.26363636363635234,7.409090909091605,1819.9192307692306,1819.8314814814814,0.0877492877491477,0.017549857549829538,9276.9371,,,,,,,,,,,,,,,,,,1,,,,,1.099999999999909,,,
2,1698799500000,1820.85,1824.91,1817.04,1817.92,3133.7022,1698800399999,5705853.785828,7732,1271.025,2314880.563995,0,,,,,,,,-2.9299999999998363,4.060000000000173,0.8800000000001091,1.686006825938757,0.3003412969283817,1.3856655290103752,1819.6116568047337,1819.689890260631,-0.07823345589736164,-0.0016068051396086955,6143.2348999999995,,,,,,,,,,,,,,,,,,2,,,,,-2.9299999999998363,,,
3,1698800400000,1817.92,1819.22,1814.08,1817.04,4437.8235,1698801299999,8060245.848294,6448,1984.5542,3603454.915738,0,,,,,,,,-0.8800000000001091,1.2999999999999545,2.9600000000000364,4.84090909090848,3.3636363636359876,1.4772727272724924,1819.216017296313,1819.4936020931768,-0.27758479686372084,-0.05680240348443112,-7571.5257,,,,,,,,,,,,,,,,,,3,,,,,-0.8800000000001091,,,
4,1698801300000,1817.04,1817.35,1813.65,1817.26,1729.6701,1698802199999,3141128.479403,4132,751.9133,1365510.285868,0,1818.5639999999999,,,,,,,0.22000000000002728,0.08999999999991815,3.3899999999998727,15.818181818178905,15.40909090908842,0.4090909090904863,1818.9150915584187,1819.328150086275,-0.41305852785626485,-0.12805362835879786,-2708.1534,,,,,,,,,,,,,,,,,,4,,,,,0.22000000000002728,,,
5,1698802200000,1817.25,1818.31,1812.84,1814.86,1958.5067,1698803099999,3557142.166604,4348,541.5325,983616.446262,0,1817.586,,,,,,,-2.3900000000001,1.0599999999999454,2.019999999999982,1.2887029288702085,0.8451882845187855,0.443514644351423,1818.291231318662,1818.99717600581,-0.7059446871478485,-0.243631840116608,-228.83659999999986,,,,,,,,,,,,,,,,,,5,,,,,-2.400000000000091,-0.9779999999998381,,
6,1698803100000,1814.85,1814.86,1811.16,1812.84,1973.4059,1698803999999,3577822.389355,4520,618.6409,1121489.062788,0,1815.984,,,,,,,-2.009999999999991,0.009999999999990905,1.6799999999998363,0.8407960199004153,0.8358208955223104,0.00497512437810495,1817.4525803465601,1818.5410888942686,-1.088508547708443,-0.412607181634975,-3931.9125999999997,,,,,,,,,,,,,,,,,,6,,,,,-2.019999999999982,-1.6020000000000891,,
7,1698804000000,1812.83,1813.07,1808.34,1813.06,2192.8313,1698804899999,3971536.06162,5720,904.8143,1638846.612165,0,1815.012,,,,,,,0.2300000000000182,0.009999999999990905,4.490000000000009,19.565217391302802,19.52173913043328,0.04347826086952224,1816.7767987547816,1818.135082309508,-1.3582835547265404,-0.601742456253288,219.42539999999985,,,,,,,,,,,,,,,,,,7,,,,,0.22000000000002728,-0.97199999999998,,
8,1698804900000,1813.05,1813.61,1810.2,1811.45,1959.078,1698805799999,3549160.015228,3546,594.7835,1077508.254896,0,1813.8940000000002,,,,,,,-1.599999999999909,0.5599999999999454,1.25,1.1312500000000303,0.7812500000000444,0.34999999999998577,1815.9572912540461,1817.6398910273224,-1.6825997732762517,-0.8179139196578807,233.75329999999985,,,,,,,,,,,,,,,,,,8,,,,,-1.6099999999999,-1.1179999999997108,,
9,1698805800000,1811.44,1812.96,1811.05,1811.05,1048.5764,1698806699999,1899971.689957,2949,455.4577,825218.744221,0,1812.652,1815.6079999999997,,,,,,-0.39000000000010004,1.5199999999999818,0.0,3.897435897434851,0.0,3.897435897434851,1815.2023233688083,1817.1517509512246,-1.9494275824163196,-1.0442166522095686,-3007.6544,,,,,,,,,,,,,,,,,,9,,,,,-0.40000000000009095,-1.2420000000001892,,
